CFTC_Contract_Market_Code,Report_Date_as_YYYY-MM-DD,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All
209742,2023-05-16,273355,41301,51628,88753,37925,63768,95174
209742,2023-05-23,275175,43591,55598,90766,32184,64099,101252
209742,2023-05-30,298403,44623,60479,93268,28824,70871,115887
209742,2023-06-06,306736,43256,68172,95183,23056,74167,117233
209742,2023-06-13,322087,48578,58364,92267,21853,59597,103639
209742,2023-06-20,247591,36909,73518,92743,25816,53997,71384
209742,2023-06-27,256666,40690,72091,90214,25455,51929,77563
209742,2023-07-03,248698,36635,64746,90950,28692,46809,80314
209742,2023-07-11,259491,39593,67485,91820,28126,48690,85525
209742,2023-07-18,264119,37720,75395,96025,24979,52174,84284
209742,2023-07-25,260623,44825,72457,94651,30938,44967,85132
209742,2023-08-01,262908,47734,61088,95570,30815,44192,98062
209742,2023-08-08,267797,52707,62485,93470,27381,44518,101156
209742,2023-08-15,267495,51602,67705,91336,28898,45788,81138
209742,2023-08-22,263420,50150,61876,84561,29117,46240,74750
209742,2023-08-29,265968,52030,62612,87566,24112,50504,77544
209742,2023-09-05,274701,57498,62120,86327,25255,55291,82511
209742,2023-09-12,303321,52876,57386,81069,30492,48275,77439
209742,2023-09-19,236252,41750,73138,87818,19513,45970,65430
209742,2023-09-26,241018,44788,67322,84538,26015,41194,69386
209742,2023-10-03,254924,46979,70851,81295,32429,45271,65202
209742,2023-10-10,256528,47724,76413,83103,26766,42670,60851
209742,2023-10-17,256786,44440,80733,84676,23093,45427,59306
209742,2023-10-24,253055,51220,75249,85950,24944,47805,61689
209742,2023-10-31,259306,59692,72594,80190,34507,50596,59168
209742,2023-11-07,268597,49941,86287,88298,23030,61816,51674
209742,2023-11-14,273787,47225,100185,100730,16433,46141,51049
209742,2023-11-21,284312,49906,110335,109690,16983,43581,52647
209742,2023-11-28,293315,53035,119748,111274,15948,46913,49046
209742,2023-12-05,277746,54064,108214,107327,17805,46370,72326
209742,2023-12-12,337236,59632,97900,99764,18643,54937,95751
209742,2023-12-19,276654,58391,105213,109265,20143,44763,89538
209742,2023-12-26,278055,57515,107159,110160,19524,48289,92731
209742,2024-01-02,272832,48210,106212,115669,26698,46998,81924
209742,2024-01-09,277732,48814,102635,114263,26154,51636,87809
209742,2024-01-16,273460,47900,98079,112243,26608,55243,89270
209742,2024-01-23,289392,53483,115185,117894,23690,57307,93684
209742,2024-01-30,294510,51367,127131,122529,25136,60992,87647
209742,2024-02-06,285062,47235,118545,120557,24425,56079,89201
209742,2024-02-13,295946,47737,121608,121232,21449,61123,98093
209742,2024-02-20,287130,45838,112052,117737,22345,58626,93252
209742,2024-02-27,288075,45535,103597,115900,22499,58410,106124
209742,2024-03-05,289047,54594,92397,107847,25540,53263,109546
209742,2024-03-12,331912,52001,83338,107944,24812,57635,122592
209742,2024-03-19,250194,28419,73811,108027,20817,54889,91538
209742,2024-03-26,254474,37121,78108,106794,23599,53764,100006
209742,2024-04-02,259439,37901,78717,105990,23451,53391,96408
209742,2024-04-09,260430,36149,83634,108088,17696,50437,92245
209742,2024-04-16,255698,30830,72552,107558,18746,47751,96158
209742,2024-04-23,256222,30069,76086,104111,20794,48332,92589
209742,2024-04-30,253154,33078,66569,96683,22507,45119,96418
209742,2024-05-07,235162,28724,62116,99007,18613,42643,90577
209742,2024-05-14,248611,37760,65066,100120,18097,43840,98807
209742,2024-05-21,249754,32176,71254,104579,18897,42742,82648
209742,2024-05-28,254317,32319,78439,110778,19326,40340,85768
209742,2024-06-04,246536,31466,74080,107555,22693,35214,72013
209742,2024-06-11,258002,45292,74380,104253,22448,36718,83929
209742,2024-06-18,334035,36489,66045,100894,24825,42251,99864
209742,2024-06-25,246417,27331,82955,108644,20811,41822,82230
209742,2024-07-02,258776,27820,89869,108041,23073,45611,89413
209742,2024-07-09,264298,32556,93063,112226,25600,41381,89388
209742,2024-07-16,256571,24315,91716,112747,24887,39874,82573
209742,2024-07-23,243913,19134,88487,103709,28175,39105,71478
209742,2024-07-30,256592,18515,98543,102423,30397,38411,69285
209742,2024-08-06,249366,16885,105996,96589,26567,35061,69129
209742,2024-08-13,244061,20157,95689,95500,24906,27952,73278
209742,2024-08-20,244230,28322,85499,95604,24908,27735,83485
209742,2024-08-27,244523,27784,97072,95771,22930,27872,75488
209742,2024-09-03,254089,31002,102851,88481,22064,26818,74640
209742,2024-09-10,259424,29593,104530,82071,24075,34157,69636
209742,2024-09-17,267450,32186,97288,76900,22998,24118,78630
209742,2024-09-24,227746,33555,92593,85670,21153,26508,72809
209742,2024-10-01,234108,35488,90052,91944,23223,23798,74932
209742,2024-10-08,250139,35526,90729,94275,22536,31188,85147
209742,2024-10-15,241191,41325,85557,93147,24423,28919,83858
209742,2024-10-22,245897,50257,92966,93220,23909,30615,78317
209742,2024-10-29,257382,46607,100554,93298,24107,41465,83795
209742,2024-11-05,252753,45026,105948,93437,25939,36844,75555
209742,2024-11-12,277197,48248,113620,101654,24693,39192,87654
209742,2024-11-19,275071,50126,125350,100560,23470,36369,75604
209742,2024-11-26,275658,55087,124515,100730,24546,37393,82327
209742,2024-12-03,293572,56364,128481,103761,24551,45128,95752
209742,2024-12-10,291787,48294,129171,102609,23160,45619,92847
209742,2024-12-17,324728,44910,119247,97744,26080,46081,100499
209742,2024-12-24,246014,29442,99153,93657,28200,35424,79764
209742,2024-12-31,252471,29736,114262,97191,28566,40614,72668
209742,2025-01-07,241165,31364,94000,95537,30317,37329,76409
209742,2025-01-14,253879,31410,94423,98754,33234,44226,81635
209742,2025-01-21,254361,32931,96574,96783,35773,40151,80303
209742,2025-01-28,267882,32193,85233,100698,41626,44031,93956
209742,2025-02-04,259061,34956,83161,100914,41668,42084,90836
209742,2025-02-11,263509,38275,84534,106956,41743,39736,92040
209742,2025-02-18,289760,42759,89229,109185,42730,40127,108348
209742,2025-02-25,286114,35302,110037,103665,45133,56135,84006
209742,2025-03-04,288147,30430,113543,98027,49497,66893,78548
209742,2025-03-11,303084,31452,123584,89490,51022,79012,74346
209742,2025-03-18,301517,33981,99974,83175,49232,67212,66155
209742,2025-03-25,224189,42142,63762,89845,50112,30225,66115
209742,2025-04-01,247658,40641,77881,92734,45284,48832,79374
209742,2025-04-08,254563,37898,84731,86968,49741,67920,62300
209742,2025-04-15,235406,43320,75399,87831,48006,50242,63635
209742,2025-04-22,242084,44889,80519,84823,51147,55399,55727
209742,2025-04-29,246874,53516,66022,83296,43576,51301,77657
209742,2025-05-06,258249,56739,58754,81590,40481,58695,95365
209742,2025-05-13,283667,73693,59349,84784,41464,63527,117514
209742,2025-05-20,279368,73255,60448,87928,38586,59596,112289
209742,2025-05-27,275143,62286,63328,90050,38667,59208,106976
209742,2025-06-03,277034,60145,68881,93035,38773,55854,106034
209742,2025-06-10,276888,63054,76121,92286,38602,57702,98617
209742,2025-06-17,311779,57205,72664,94954,39512,55516,100288
209742,2025-06-24,253330,46925,84219,89165,39187,48555,80565
209742,2025-07-01,265393,47980,108725,90477,35431,58273,73957
209742,2025-07-08,270422,47206,117968,93003,31617,58579,69668
209742,2025-07-15,271661,48891,119581,98504,30303,54088,74562
209742,2025-07-22,270972,49992,116122,96346,30929,49469,73398
209742,2025-07-29,281762,54789,120073,103535,30272,61680,83165
209742,2025-08-05,277507,45337,126578,107468,30906,58687,73312
209742,2025-08-12,303576,52665,132212,116980,34716,70831,87121
209742,2025-08-19,289577,52458,132352,114540,31552,56969,75708
209742,2025-08-26,284355,49753,132377,111116,30939,61174,78075
209742,2025-09-02,282221,50329,119227,108407,32785,64181,82811
209742,2025-09-09,296970,50200,118863,114177,34186,70821,95846
209742,2025-09-16,351421,55367,122744,114781,32908,75090,99094
209742,2025-09-23,274695,47760,108021,111251,33195,50088,76172
209742,2025-09-30,278188,43505,133340,111777,32065,61911,63535
209742,2025-10-07,285401,46502,134353,117009,32809,59939,67153
209742,2025-10-14,278830,41842,130857,113663,30226,53450,58547
209742,2025-10-21,289838,45535,141735,115878,33745,61437,59393
209742,2025-10-28,299186,50265,144804,114585,38316,68182,57008
209742,2025-11-04,292709,45743,148276,111689,31712,62702,53572
209742,2025-11-10,296639,46162,151993,108326,34472,74313,56694
209742,2025-11-18,299587,45443,151289,109657,32135,73714,63331
209742,2025-11-25,296684,44649,145117,110973,33817,76011,66340
209742,2025-12-02,308211,54145,145134,109798,32878,78215,81255
209742,2025-12-09,325383,66064,143258,111562,31345,76097,97403
209742,2025-12-16,378693,43628,135455,112028,31546,83876,90850
209742,2025-12-23,265616,36258,120095,107257,30935,60357,75499
209742,2025-12-30,276539,43983,122714,112043,30842,59039,84713
209742,2026-01-06,274253,37189,125127,112406,31245,60236,78687
209742,2026-01-13,278878,45989,130169,112990,28648,58656,81404
209742,2026-01-20,267118,39811,111471,109603,29621,54022,81034
209742,2026-01-27,260759,38264,119675,109031,29674,54689,71527
209742,2026-02-03,268823,38306,116803,107944,35620,58197,69577
209742,2026-02-10,263282,41453,117273,106340,34193,56269,64870
209742,2026-02-17,272951,39131,112852,108770,34929,63852,73168
209742,2026-02-24,270599,48059,108357,106213,36919,56133,72687
209742,2026-03-03,273307,51171,96563,102985,35402,55905,77694
209742,2026-03-10,259842,46264,86931,100576,36155,53057,78224
209742,2026-03-17,300943,48890,82853,96720,36469,51381,82843
209742,2026-03-24,235906,46512,65954,91326,41056,47003,86382
209742,2026-03-31,245322,47832,75585,96769,39119,47382,84485
209742,2026-04-07,246794,52605,73732,94617,37036,47521,86349
209742,2026-04-14,260197,51423,83979,106090,29785,44471,94138
209742,2026-04-21,267620,46538,102805,114615,30324,43848,82848
209742,2026-04-28,275963,49860,103829,114854,36156,45417,81367
209742,2026-05-05,287657,53418,114018,117433,32301,51944,88044
209742,2026-05-12,287752,57252,101254,118058,27840,47277,99319
209742,2026-05-19,293186,51640,110510,120129,27828,55696,101067
209742,2026-05-26,302990,61230,106252,117374,32311,52861,104540
209742,2026-06-02,314972,73912,104591,116161,37070,57156,110806
209742,2026-06-09,305568,56113,103454,114627,31260,68287,102593
209742,2026-06-16,344441,65939,109912,107695,37372,66996,95150
209742,2026-06-23,265083,69190,87997,98769,35861,42052,93114
209742,2026-06-30,278558,77804,80900,102755,35445,36796,105413
209742,2026-07-07,285086,65313,95557,111434,32464,49681,104694
209742,2026-07-14,284971,74318,85345,106744,32681,47577,111740
